"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2024","AQS","120013012","3","6.2","ug/m3 LC","34","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/02/2024","AQS","120013012","3","5.3","ug/m3 LC","29","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/03/2024","AQS","120013012","3","5.5","ug/m3 LC","31","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/04/2024","AQS","120013012","3","5.2","ug/m3 LC","29","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/05/2024","AQS","120013012","3","5.1","ug/m3 LC","28","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/06/2024","AQS","120013012","3","5.7","ug/m3 LC","32","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/07/2024","AQS","120013012","3","4.5","ug/m3 LC","25","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/08/2024","AQS","120013012","3","4.5","ug/m3 LC","25","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/09/2024","AQS","120013012","3","6.1","ug/m3 LC","34","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/10/2024","AQS","120013012","3","3.9","ug/m3 LC","22","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/11/2024","AQS","120013012","3","4.1","ug/m3 LC","23","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/12/2024","AQS","120013012","3","4.6","ug/m3 LC","26","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/13/2024","AQS","120013012","3","6.8","ug/m3 LC","38","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/14/2024","AQS","120013012","3","3.8","ug/m3 LC","21","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/15/2024","AQS","120013012","3","5.3","ug/m3 LC","29","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/16/2024","AQS","120013012","3","6.4","ug/m3 LC","36","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/17/2024","AQS","120013012","3","3.8","ug/m3 LC","21","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/18/2024","AQS","120013012","3","6.3","ug/m3 LC","35","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/19/2024","AQS","120013012","3","6.3","ug/m3 LC","35","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/20/2024","AQS","120013012","3","5.4","ug/m3 LC","30","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/21/2024","AQS","120013012","3","5.2","ug/m3 LC","29","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/22/2024","AQS","120013012","3","3.5","ug/m3 LC","19","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/23/2024","AQS","120013012","3","7","ug/m3 LC","39","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/24/2024","AQS","120013012","3","6.2","ug/m3 LC","34","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/25/2024","AQS","120013012","3","6.3","ug/m3 LC","35","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/26/2024","AQS","120013012","3","4.9","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/27/2024","AQS","120013012","3","4.8","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/28/2024","AQS","120013012","3","3.1","ug/m3 LC","17","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/29/2024","AQS","120013012","3","2.4","ug/m3 LC","13","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/30/2024","AQS","120013012","3","7.1","ug/m3 LC","39","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"01/31/2024","AQS","120013012","3","5.4","ug/m3 LC","30","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/01/2024","AQS","120013012","3","9.2","ug/m3 LC","51","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/02/2024","AQS","120013012","3","17.8","ug/m3 LC","67","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/03/2024","AQS","120013012","3","17.9","ug/m3 LC","67","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/04/2024","AQS","120013012","3","7.7","ug/m3 LC","43","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/05/2024","AQS","120013012","3","5.1","ug/m3 LC","28","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/06/2024","AQS","120013012","3","4.2","ug/m3 LC","23","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/07/2024","AQS","120013012","3","32.1","ug/m3 LC","94","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/08/2024","AQS","120013012","3","7.5","ug/m3 LC","42","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/09/2024","AQS","120013012","3","4.9","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/10/2024","AQS","120013012","3","6.2","ug/m3 LC","34","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/11/2024","AQS","120013012","3","6.2","ug/m3 LC","34","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/12/2024","AQS","120013012","3","6.7","ug/m3 LC","37","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/13/2024","AQS","120013012","3","5.6","ug/m3 LC","31","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/14/2024","AQS","120013012","3","5.6","ug/m3 LC","31","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/15/2024","AQS","120013012","3","8.3","ug/m3 LC","46","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/16/2024","AQS","120013012","3","8.5","ug/m3 LC","47","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/17/2024","AQS","120013012","3","6.7","ug/m3 LC","37","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/18/2024","AQS","120013012","3","5","ug/m3 LC","28","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/19/2024","AQS","120013012","3","6.3","ug/m3 LC","35","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/20/2024","AQS","120013012","3","8.2","ug/m3 LC","46","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/21/2024","AQS","120013012","3","9.9","ug/m3 LC","52","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/22/2024","AQS","120013012","3","9.8","ug/m3 LC","52","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/23/2024","AQS","120013012","3","7.6","ug/m3 LC","42","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/24/2024","AQS","120013012","3","5.5","ug/m3 LC","31","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/25/2024","AQS","120013012","3","4.9","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/26/2024","AQS","120013012","3","7.3","ug/m3 LC","41","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/27/2024","AQS","120013012","3","10.9","ug/m3 LC","54","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/28/2024","AQS","120013012","3","7","ug/m3 LC","39","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"02/29/2024","AQS","120013012","3","18.3","ug/m3 LC","68","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/01/2024","AQS","120013012","3","8.3","ug/m3 LC","46","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/02/2024","AQS","120013012","3","8.4","ug/m3 LC","47","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/03/2024","AQS","120013012","3","6","ug/m3 LC","33","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/04/2024","AQS","120013012","3","4.1","ug/m3 LC","23","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/05/2024","AQS","120013012","3","3.6","ug/m3 LC","20","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/06/2024","AQS","120013012","3","4.2","ug/m3 LC","23","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/07/2024","AQS","120013012","3","4.7","ug/m3 LC","26","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/08/2024","AQS","120013012","3","5.1","ug/m3 LC","28","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/09/2024","AQS","120013012","3","8.1","ug/m3 LC","45","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/10/2024","AQS","120013012","3","5","ug/m3 LC","28","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/11/2024","AQS","120013012","3","4.9","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/12/2024","AQS","120013012","3","4.3","ug/m3 LC","24","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/13/2024","AQS","120013012","3","5.6","ug/m3 LC","31","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/14/2024","AQS","120013012","3","5.9","ug/m3 LC","33","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/15/2024","AQS","120013012","3","10.1","ug/m3 LC","53","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/16/2024","AQS","120013012","3","7.5","ug/m3 LC","42","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/17/2024","AQS","120013012","3","6.1","ug/m3 LC","34","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/18/2024","AQS","120013012","3","6.4","ug/m3 LC","36","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/19/2024","AQS","120013012","3","3.9","ug/m3 LC","22","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/20/2024","AQS","120013012","3","10.6","ug/m3 LC","54","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/21/2024","AQS","120013012","3","13.2","ug/m3 LC","59","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/22/2024","AQS","120013012","3","4.3","ug/m3 LC","24","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/23/2024","AQS","120013012","3","4.4","ug/m3 LC","24","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/24/2024","AQS","120013012","3","7.1","ug/m3 LC","39","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/25/2024","AQS","120013012","3","7.4","ug/m3 LC","41","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/26/2024","AQS","120013012","3","5.6","ug/m3 LC","31","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/27/2024","AQS","120013012","3","5.7","ug/m3 LC","32","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/28/2024","AQS","120013012","3","4.5","ug/m3 LC","25","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/29/2024","AQS","120013012","3","4.8","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/30/2024","AQS","120013012","3","5.2","ug/m3 LC","29","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"03/31/2024","AQS","120013012","3","4.9","ug/m3 LC","27","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/01/2024","AirNow","120013012","3","6","ug/m3 LC","33","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/02/2024","AirNow","120013012","3","9.1","ug/m3 LC","51","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/03/2024","AirNow","120013012","3","8.8","ug/m3 LC","49","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/04/2024","AirNow","120013012","3","3.6","ug/m3 LC","20","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/05/2024","AirNow","120013012","3","5.3","ug/m3 LC","29","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/06/2024","AirNow","120013012","3","6.8","ug/m3 LC","38","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/07/2024","AirNow","120013012","3","4.5","ug/m3 LC","25","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
"04/08/2024","AirNow","120013012","3","3.5","ug/m3 LC","19","Paynes Prairie Farm","1","100.0000","88101","PM2.5 - Local Conditions","","","23540","Gainesville, FL","12","Florida","001","Alachua","29.5661120008103","-82.26608"
